"NYC_extract.DBA","NYC_extract.TripAdvisor.URL","NYC_extract.INSPECTION.DATE","NYC_extract.VIOLATION.DESCRIPTION","NYC_extract.SCORE","NYC_extract.GRADE","NYC_initial.Latitude","NYC_initial.Longitude","NYC_list_URL_final$NYC_extract.DBA"
"119947","IL BUCO RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d423401-Reviews-Il_Buco-New_York_City_New_York.html","02/06/2020","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",26,"B",40.726020645904,-73.992885275269,"IL BUCO RESTAURANT"
"119948","CASA NONNA","https://www.tripadvisor.com/Restaurant_Review-g60763-d2413232-Reviews-Casa_Nonna-New_York_City_New_York.html","08/09/2017","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",24,"",40.754958642748,-73.992264957281,"CASA NONNA"
"120002","CAFFE GRAZIE","https://www.tripadvisor.com/Restaurant_Review-g60763-d502789-Reviews-Grazie-New_York_City_New_York.html","05/02/2019","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",9,"A",40.779698721939,-73.960176571395,"CAFFE GRAZIE"
"120030","NITTIS","https://www.tripadvisor.com/Restaurant_Review-g60763-d15398423-Reviews-NITTIS-New_York_City_New_York.html","06/18/2019","Proper sanitization not provided for utensil ware washing operation.",13,"A",40.756616579302,-73.993961246011,"NITTIS"
"120071","DA TOMMASSO","https://www.tripadvisor.com/Restaurant_Review-g60763-d424500-Reviews-Da_Tommaso-New_York_City_New_York.html","07/17/2017","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",12,"A",40.76455078286,-73.984462698478,"DA TOMMASSO"
"120160","Bellini","https://www.tripadvisor.com/Restaurant_Review-g60763-d2018701-Reviews-Bellini-New_York_City_New_York.html","08/03/2018","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13,"A",40.707864213514,-74.001623098743,"Bellini"
"120244","SAN MATTEO PIZZERIA E CUCINA","https://www.tripadvisor.com/Restaurant_Review-g60763-d9598675-Reviews-San_Matteo_Pizzeria_e_Cucina-New_York_City_New_York.html","10/19/2017","Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",13,"A",40.774558301155,-73.954171763943,"SAN MATTEO PIZZERIA E CUCINA"
"120395","SAN CARLO OSTERIA PIEMONTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d10032108-Reviews-San_Carlo_Osteria_Piemonte-New_York_City_New_York.html","02/04/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",8,"A",40.725200157592,-74.002337872536,"SAN CARLO OSTERIA PIEMONTE"
"120401","GEMMA","https://www.tripadvisor.com/Restaurant_Review-g60763-d816875-Reviews-Gemma-New_York_City_New_York.html","02/26/2018","Live roaches present in facility's food and/or non-food areas.",18,"",40.726204442054,-73.991380768535,"GEMMA"
"120447","PASTA LOVERS TRATTORIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d19839743-Reviews-Pasta_Lovers_Trattoria-New_York_City_New_York.html","01/08/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13,"A",40.759791039418,-73.982171647892,"PASTA LOVERS TRATTORIA"
"120450","CASA BELLA","https://www.tripadvisor.com/Restaurant_Review-g60763-d527591-Reviews-Casa_Bella-New_York_City_New_York.html","01/02/2020","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",9,"A",40.717995150669,-73.998037554562,"CASA BELLA"
"120452","COTENNA","https://www.tripadvisor.com/Restaurant_Review-g60763-d7221913-Reviews-Cotenna-New_York_City_New_York.html","10/01/2018","Hot food item not held at or above 140Âº F.",38,"C",40.729116907942,-74.003539488084,"COTENNA"
"120479","TRATTORIA ZERO OTTO NOVE II","https://www.tripadvisor.com/Restaurant_Review-g60763-d2154053-Reviews-Zero_Otto_Nove-New_York_City_New_York.html","07/02/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2,"A",40.740603472513,-73.991313942633,"TRATTORIA ZERO OTTO NOVE II"
"120481","CELESTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d423635-Reviews-Celeste-New_York_City_New_York.html","03/22/2017","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",25,"",40.786548503077,-73.975852138569,"CELESTE"
"120539","IL PICCOLO BUFALO","https://www.tripadvisor.com/Restaurant_Review-g60763-d527135-Reviews-Il_Piccolo_Bufalo-New_York_City_New_York.html","04/18/2017","Proper sanitization not provided for utensil ware washing operation.",31,"",40.718697803329,-73.997619066734,"IL PICCOLO BUFALO"
"120594","NOVITA","https://www.tripadvisor.com/Restaurant_Review-g60763-d424105-Reviews-Novita-New_York_City_New_York.html","06/11/2019","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",7,"A",40.739271772083,-73.986290955574,"NOVITA"
"120597","IL SOLE","https://www.tripadvisor.com/Restaurant_Review-g60763-d775389-Reviews-Il_Sole_Ristorante-New_York_City_New_York.html","03/19/2019","Evidence of mice or live mice present in facility's food and/or non-food areas.",22,"",0,0,"IL SOLE"
"120620","IL MULINO PRIME","https://www.tripadvisor.com/Restaurant_Review-g60763-d6802698-Reviews-Il_Mulino_Prime-New_York_City_New_York.html","03/13/2019","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",59,"C",40.722172636494,-74.003925137847,"IL MULINO PRIME"
"120630","VERO WINE BAR","https://www.tripadvisor.com/Restaurant_Review-g60763-d423992-Reviews-Vero-New_York_City_New_York.html","05/09/2019","Evidence of mice or live mice present in facility's food and/or non-food areas.",13,"",40.772176534201,-73.955910003658,"VERO WINE BAR"
"120650","VILLA MOSCONI RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d423309-Reviews-Villa_Mosconi-New_York_City_New_York.html","05/16/2019","Live roaches present in facility's food and/or non-food areas.",12,"A",40.72853780392,-74.001731844504,"VILLA MOSCONI RESTAURANT"
"120725","CAPRI RISTORANTE PIZZERIA BAR","https://www.tripadvisor.com/Restaurant_Review-g60763-d10088937-Reviews-Capri_Ristorante-New_York_City_New_York.html","12/03/2019","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",62,"",40.718824061205,-73.997550520058,"CAPRI RISTORANTE PIZZERIA BAR"
"120784","LAMARCA PASTA RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d424132-Reviews-Lamarca-New_York_City_New_York.html","05/17/2019","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",12,"",40.738530457145,-73.984494049479,"LAMARCA PASTA RESTAURANT"
"120808","RIBALTA MO'","https://www.tripadvisor.com/Restaurant_Review-g60763-d14094556-Reviews-Ribalta_Mo-New_York_City_New_York.html","10/09/2018","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",23,"",40.750009774218,-73.991345194031,"RIBALTA MO'"
"120884","LA RIVISTA RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d424546-Reviews-La_Rivista_Restaurant-New_York_City_New_York.html","02/01/2018","Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.",13,"A",40.760074567148,-73.988589661552,"LA RIVISTA RESTAURANT"
"120927","THE MILLING ROOM","https://www.tripadvisor.com/Restaurant_Review-g60763-d7210325-Reviews-The_Milling_Room-New_York_City_New_York.html","12/21/2017","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",17,"",40.783523458117,-73.974340230659,"THE MILLING ROOM"
"120934","BAR ITALIA","https://www.tripadvisor.com/Restaurant_Review-g60763-d968454-Reviews-Bar_Italia-New_York_City_New_York.html","04/22/2019","Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",12,"A",40.767824704469,-73.968328188871,"BAR ITALIA"
"120985","GIGINO AT WAGNER PARK","https://www.tripadvisor.com/Restaurant_Review-g60763-d426150-Reviews-Gigino_Wagner_Park-New_York_City_New_York.html","06/12/2018","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",13,"A",40.704945203679,-74.017467381633,"GIGINO AT WAGNER PARK"
"121171","IL VIOLINO","https://www.tripadvisor.com/Restaurant_Review-g60763-d425586-Reviews-Il_Violino-New_York_City_New_York.html","01/17/2019","Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",19,"",40.774944586562,-73.980600603726,"IL VIOLINO"
"121172","DANTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d4980200-Reviews-Dante_s_New_York-New_York_City_New_York.html","03/18/2019","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",34,"",40.72877111183,-74.001533409377,"DANTE"
"121253","DA UMBERTO RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d423279-Reviews-Da_Umberto-New_York_City_New_York.html","08/06/2019","Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.",12,"A",40.739483866377,-73.995947537239,"DA UMBERTO RESTAURANT"
"121275","SAN MARINO RISTORANTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d3730687-Reviews-San_Marino_Ristorante-New_York_City_New_York.html","02/27/2020","Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.",17,"",40.727214666261,-74.006310282642,"SAN MARINO RISTORANTE"
"121328","TARALLUCCI E VINO","https://www.tripadvisor.com/Restaurant_Review-g60763-d779099-Reviews-Tarallucci_e_Vino_Union_Square-New_York_City_New_York.html","08/23/2017","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",74,"",40.7381111918,-73.990855985505,"TARALLUCCI E VINO"
"121401","RISTORANTE GRIFONE","https://www.tripadvisor.com/Restaurant_Review-g60763-d425680-Reviews-Ristorante_Grifone-New_York_City_New_York.html","09/21/2016","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",12,"A",40.752869359285,-73.971551242109,"RISTORANTE GRIFONE"
"121436","TRUFA RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d2238637-Reviews-Trufa_Restaurant-New_York_City_New_York.html","12/26/2019","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",12,"A",40.823046530642,-73.95293144818,"TRUFA RESTAURANT"
"121460","I SODI","https://www.tripadvisor.com/Restaurant_Review-g60763-d1020161-Reviews-I_Sodi-New_York_City_New_York.html","05/08/2019","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",27,"",40.73330262614,-74.004867554043,"I SODI"
"121507","BAR PITTI","https://www.tripadvisor.com/Restaurant_Review-g60763-d423384-Reviews-Bar_Pitti-New_York_City_New_York.html","05/22/2017","Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",11,"A",40.729322795774,-74.002356057989,"BAR PITTI"
"121533","PIZZARTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d2314754-Reviews-PizzArte-New_York_City_New_York.html","07/23/2018","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",21,"",40.762532125352,-73.976961886145,"PIZZARTE"
"121559","PARM RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d2560199-Reviews-Parm_NYC-New_York_City_New_York.html","01/15/2019","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",38,"",40.714521963959,-74.015677098865,"PARM RESTAURANT"
"121662","PEPE ROSSO TO GO","https://www.tripadvisor.com/Restaurant_Review-g60763-d5271966-Reviews-Pepe_Rosso_Social-New_York_City_New_York.html","02/02/2018","Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",13,"A",40.727085821019,-74.001843652469,"PEPE ROSSO TO GO"
"121667","MONTEBELLO RESTAURANT","https://www.tripadvisor.com/Restaurant_Review-g60763-d502679-Reviews-Montebello-New_York_City_New_York.html","01/02/2018","Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",16,"",40.760532417842,-73.970327861184,"MONTEBELLO RESTAURANT"
"121685","CATRIA MODERN ITALIAN","https://www.tripadvisor.com/Restaurant_Review-g60763-d549201-Reviews-The_Modern-New_York_City_New_York.html","02/13/2020","Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",20,"N",40.754344068533,-73.998585110285,"CATRIA MODERN ITALIAN"
"121713","IL TINELLO RISTORANTE","https://www.tripadvisor.com/Restaurant_Review-g60763-d425600-Reviews-Il_Tinello_Ristorante-New_York_City_New_York.html","01/24/2018","Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.",5,"A",40.762619606804,-73.97527604981,"IL TINELLO RISTORANTE"
